"","month","value","quantile"
"1",10,0.00149039603326969,0.025
"2",11,0.00378267362290398,0.025
"3",12,0.00608871471891117,0.025
"4",13,0.00842673994038809,0.025
"5",14,0.0108263267606383,0.025
"6",15,0.0131889849598116,0.025
"7",16,0.0156520195773293,0.025
"8",17,0.0182170950312168,0.025
"9",18,0.0208540867211762,0.025
"10",19,0.0234754073415848,0.025
"11",20,0.0261856039180433,0.025
"12",21,0.0290355652072121,0.025
"13",22,0.031936074935511,0.025
"14",23,0.0348245342186306,0.025
"15",24,0.0378117943884799,0.025
"16",25,0.0409782820849641,0.025
"17",26,0.0443614165083842,0.025
"18",27,0.047755835103389,0.025
"19",28,0.0511953399819302,0.025
"20",29,0.0546643543303643,0.025
"21",30,0.0583599525062582,0.025
"22",31,0.0622216612865192,0.025
"23",32,0.0661092070633874,0.025
"24",33,0.0701531850362498,0.025
"25",34,0.0743022280564681,0.025
"26",35,0.0787968487628324,0.025
"27",36,0.0833477137540656,0.025
"28",37,0.0879516816304915,0.025
"29",38,0.0925361418330803,0.025
"30",39,0.0969107272062751,0.025
"31",40,0.101407222180349,0.025
"32",41,0.105911834694359,0.025
"33",42,0.110560200155505,0.025
"34",43,0.115629917004368,0.025
"35",44,0.121100573482758,0.025
"36",45,0.126795737149301,0.025
"37",46,0.132774738480005,0.025
"38",47,0.139476422258611,0.025
"39",48,0.146297985983556,0.025
"40",49,0.153036455992739,0.025
"41",50,0.159873393115064,0.025
"42",51,0.166657663420476,0.025
"43",52,0.173465255134418,0.025
"44",53,0.180398550382447,0.025
"45",54,0.187462449479182,0.025
"46",55,0.194236046718162,0.025
"47",56,0.201565659099147,0.025
"48",57,0.208565655324679,0.025
"49",58,0.21537472103837,0.025
"50",59,0.22259826834406,0.025
"51",60,0.230172294581511,0.025
"52",61,0.238042806448234,0.025
"53",62,0.245811164720569,0.025
"54",63,0.253735691040682,0.025
"55",64,0.259598723090484,0.025
"56",65,0.264476378276081,0.025
"57",66,0.269151271959383,0.025
"58",10,0.00238794041608078,0.25
"59",11,0.00518195499004429,0.25
"60",12,0.00781491154130592,0.25
"61",13,0.0104704932029561,0.25
"62",14,0.0130963903313586,0.25
"63",15,0.0157080421158854,0.25
"64",16,0.0183885078758078,0.25
"65",17,0.0211578942952459,0.25
"66",18,0.0240006107029315,0.25
"67",19,0.0268159441483493,0.25
"68",20,0.0297199122848666,0.25
"69",21,0.0327582465571237,0.25
"70",22,0.0358718705545481,0.25
"71",23,0.03896723754321,0.25
"72",24,0.0421455193716944,0.25
"73",25,0.0455564686037132,0.25
"74",26,0.0491150881013979,0.25
"75",27,0.0527275563928393,0.25
"76",28,0.056361656288006,0.25
"77",29,0.0600559106060726,0.25
"78",30,0.0639681486568504,0.25
"79",31,0.068020460357842,0.25
"80",32,0.0721696118748474,0.25
"81",33,0.0763337561865383,0.25
"82",34,0.0808000445240533,0.25
"83",35,0.0855179134880312,0.25
"84",36,0.0902841696287774,0.25
"85",37,0.095101950725143,0.25
"86",38,0.0998020019080758,0.25
"87",39,0.104436250374777,0.25
"88",40,0.109127872148687,0.25
"89",41,0.11389973181377,0.25
"90",42,0.118765207462206,0.25
"91",43,0.124129008351143,0.25
"92",44,0.129830892866305,0.25
"93",45,0.135828915155596,0.25
"94",46,0.141956588918958,0.25
"95",47,0.148974200761778,0.25
"96",48,0.156204950916315,0.25
"97",49,0.16319887200591,0.25
"98",50,0.170266942064142,0.25
"99",51,0.177501396555018,0.25
"100",52,0.184590572081817,0.25
"101",53,0.191780048510806,0.25
"102",54,0.199112453391198,0.25
"103",55,0.206291563701475,0.25
"104",56,0.214076616217664,0.25
"105",57,0.22153026388836,0.25
"106",58,0.228790893699395,0.25
"107",59,0.236312944711796,0.25
"108",60,0.244424587574617,0.25
"109",61,0.25278398728688,0.25
"110",62,0.260977338313082,0.25
"111",63,0.269421583952461,0.25
"112",64,0.275777515023416,0.25
"113",65,0.281039009455932,0.25
"114",66,0.286195028709663,0.25
"115",10,0.00297954837808003,0.5
"116",11,0.00602309807340065,0.5
"117",12,0.00883968070662787,0.5
"118",13,0.0116501653873114,0.5
"119",14,0.0144046669693614,0.5
"120",15,0.0171356235791897,0.5
"121",16,0.0199258085737287,0.5
"122",17,0.0228037210625112,0.5
"123",18,0.0257607534847358,0.5
"124",19,0.0286888242603133,0.5
"125",20,0.0316830889113697,0.5
"126",21,0.0348466857714192,0.5
"127",22,0.0380684525643661,0.5
"128",23,0.0412967707903224,0.5
"129",24,0.0445806909764536,0.5
"130",25,0.048076439888915,0.5
"131",26,0.0517690401399779,0.5
"132",27,0.055508466024197,0.5
"133",28,0.0592386261088454,0.5
"134",29,0.0630546482385049,0.5
"135",30,0.0670900309368052,0.5
"136",31,0.0712531903084911,0.5
"137",32,0.0755088664233255,0.5
"138",33,0.0798069023146248,0.5
"139",34,0.0844328856043445,0.5
"140",35,0.0892068430683441,0.5
"141",36,0.094160382002684,0.5
"142",37,0.099071362727778,0.5
"143",38,0.10389092061783,0.5
"144",39,0.108649057517717,0.5
"145",40,0.113484233357338,0.5
"146",41,0.118333176694896,0.5
"147",42,0.123308754104981,0.5
"148",43,0.12875979069079,0.5
"149",44,0.134614266605507,0.5
"150",45,0.140713506713574,0.5
"151",46,0.147023591026712,0.5
"152",47,0.154230217985764,0.5
"153",48,0.161652295605952,0.5
"154",49,0.168774201814449,0.5
"155",50,0.17596922721518,0.5
"156",51,0.183404483776695,0.5
"157",52,0.190631425918018,0.5
"158",53,0.198043450258955,0.5
"159",54,0.205513999013594,0.5
"160",55,0.212887719758463,0.5
"161",56,0.220826612263973,0.5
"162",57,0.22851355571959,0.5
"163",58,0.235912577904748,0.5
"164",59,0.24367362704233,0.5
"165",60,0.252098693851545,0.5
"166",61,0.26079983330059,0.5
"167",62,0.269388043396088,0.5
"168",63,0.278151159285142,0.5
"169",64,0.284759066407961,0.5
"170",65,0.290267249248858,0.5
"171",66,0.295722544821232,0.5
"172",10,0.003659107961932,0.75
"173",11,0.00696170128304651,0.75
"174",12,0.0099474889575487,0.75
"175",13,0.0129219290241708,0.75
"176",14,0.0158089799172921,0.75
"177",15,0.0186727429428519,0.75
"178",16,0.0215725469189547,0.75
"179",17,0.0245591860416712,0.75
"180",18,0.0276285254485656,0.75
"181",19,0.0306786037538555,0.75
"182",20,0.0337817137605662,0.75
"183",21,0.0370371670223762,0.75
"184",22,0.0403838166150485,0.75
"185",23,0.0437161187222788,0.75
"186",24,0.0471005720109104,0.75
"187",25,0.050718962303703,0.75
"188",26,0.054550158483528,0.75
"189",27,0.0583833800099667,0.75
"190",28,0.0622135414991331,0.75
"191",29,0.0661636879355412,0.75
"192",30,0.070311560000637,0.75
"193",31,0.0746097784885996,0.75
"194",32,0.0790034117116591,0.75
"195",33,0.0834187130784959,0.75
"196",34,0.0881096389008022,0.75
"197",35,0.0930291639610186,0.75
"198",36,0.0980671354348976,0.75
"199",37,0.10314808239096,0.75
"200",38,0.108052495911164,0.75
"201",39,0.112937856342625,0.75
"202",40,0.11789224605973,0.75
"203",41,0.122933776755502,0.75
"204",42,0.127975597891436,0.75
"205",43,0.133617785224084,0.75
"206",44,0.139572674129499,0.75
"207",45,0.145859921314055,0.75
"208",46,0.152248453284119,0.75
"209",47,0.15962110590531,0.75
"210",48,0.167210976224,0.75
"211",49,0.174550103979186,0.75
"212",50,0.181847238738381,0.75
"213",51,0.189424591458542,0.75
"214",52,0.196895431233993,0.75
"215",53,0.20443449003929,0.75
"216",54,0.212132179297068,0.75
"217",55,0.219764286943649,0.75
"218",56,0.22800756140431,0.75
"219",57,0.235868115114174,0.75
"220",58,0.243466690970504,0.75
"221",59,0.25145220996004,0.75
"222",60,0.260199087023104,0.75
"223",61,0.269155474010307,0.75
"224",62,0.278000966009363,0.75
"225",63,0.287106729534502,0.75
"226",64,0.29403679403008,0.75
"227",65,0.299794496646563,0.75
"228",66,0.30539825982462,0.75
"229",10,0.005206226852994,0.975
"230",11,0.00892979034682752,0.975
"231",12,0.0122893041721029,0.975
"232",13,0.0155985708967139,0.975
"233",14,0.018768543954847,0.975
"234",15,0.0218573968977012,0.975
"235",16,0.0250137307155899,0.975
"236",17,0.0281795024976856,0.975
"237",18,0.0314958267530688,0.975
"238",19,0.0347633029344205,0.975
"239",20,0.038091799113879,0.975
"240",21,0.041591137885517,0.975
"241",22,0.0451392610309187,0.975
"242",23,0.0486511300971852,0.975
"243",24,0.0523024628398372,0.975
"244",25,0.0561178471101687,0.975
"245",26,0.0601474805979974,0.975
"246",27,0.0641796482898296,0.975
"247",28,0.0682350003562451,0.975
"248",29,0.0724338263336394,0.975
"249",30,0.0767136254323459,0.975
"250",31,0.0813256698305582,0.975
"251",32,0.0859277794664944,0.975
"252",33,0.0905384917627944,0.975
"253",34,0.0956311207420954,0.975
"254",35,0.100673624839165,0.975
"255",36,0.106000215900659,0.975
"256",37,0.111279928538683,0.975
"257",38,0.116417216015807,0.975
"258",39,0.121582368266103,0.975
"259",40,0.126786236763691,0.975
"260",41,0.131951190828112,0.975
"261",42,0.137268550134159,0.975
"262",43,0.143185528770269,0.975
"263",44,0.149434754401876,0.975
"264",45,0.155979832784739,0.975
"265",46,0.162709141478065,0.975
"266",47,0.170639617945122,0.975
"267",48,0.17859092973347,0.975
"268",49,0.186343595690535,0.975
"269",50,0.193939076826654,0.975
"270",51,0.201744087123155,0.975
"271",52,0.209611669940412,0.975
"272",53,0.217465589760615,0.975
"273",54,0.22548878096312,0.975
