"","month","value","quantile"
"1",10,0.00169007116729707,0.025
"2",11,0.00429982474416031,0.025
"3",12,0.00690143442825237,0.025
"4",13,0.00962887742193599,0.025
"5",14,0.0124763036637372,0.025
"6",15,0.0153075573696751,0.025
"7",16,0.0182821756458613,0.025
"8",17,0.0213909459399225,0.025
"9",18,0.0246255564158714,0.025
"10",19,0.0279100221695299,0.025
"11",20,0.031138426737657,0.025
"12",21,0.0346051990516715,0.025
"13",22,0.0381078197981603,0.025
"14",23,0.0416488973560828,0.025
"15",24,0.0453047039238108,0.025
"16",25,0.0493239782370771,0.025
"17",26,0.053515363025694,0.025
"18",27,0.0577884362987431,0.025
"19",28,0.0620963574193392,0.025
"20",29,0.0662970084316897,0.025
"21",30,0.0707989667217089,0.025
"22",31,0.0753903967716424,0.025
"23",32,0.0800081280772934,0.025
"24",33,0.0845805676497051,0.025
"25",34,0.0890964837182491,0.025
"26",35,0.0936125933342424,0.025
"27",36,0.0983070897619527,0.025
"28",37,0.102881168197876,0.025
"29",38,0.107905133616536,0.025
"30",39,0.113093181958831,0.025
"31",40,0.118473453925047,0.025
"32",41,0.123895093396306,0.025
"33",42,0.12916061049294,0.025
"34",43,0.134110062249566,0.025
"35",44,0.138975022644149,0.025
"36",45,0.143830792184535,0.025
"37",46,0.148810456562248,0.025
"38",47,0.153930252842798,0.025
"39",48,0.159393491890296,0.025
"40",49,0.164776143700491,0.025
"41",50,0.170519590491258,0.025
"42",51,0.176549763755604,0.025
"43",52,0.182807072292913,0.025
"44",53,0.189213509049728,0.025
"45",54,0.19556840591074,0.025
"46",55,0.201802846166985,0.025
"47",56,0.207935163781996,0.025
"48",57,0.214072983903688,0.025
"49",58,0.220255811944521,0.025
"50",59,0.225966301303172,0.025
"51",60,0.231890382211899,0.025
"52",61,0.237601620234101,0.025
"53",62,0.243562880635363,0.025
"54",63,0.248906461847385,0.025
"55",64,0.253676174521511,0.025
"56",65,0.258233207140854,0.025
"57",66,0.262840210926624,0.025
"58",10,0.00269954813739173,0.25
"59",11,0.00587744574620073,0.25
"60",12,0.00886807841507792,0.25
"61",13,0.0119721597957201,0.25
"62",14,0.0150913908503662,0.25
"63",15,0.0182449858551246,0.25
"64",16,0.021492210208651,0.25
"65",17,0.0248772369505764,0.25
"66",18,0.0283654827126175,0.25
"67",19,0.0318712270937524,0.25
"68",20,0.0353943222011167,0.25
"69",21,0.0391126357577736,0.25
"70",22,0.0428686798935428,0.25
"71",23,0.0466598290728024,0.25
"72",24,0.0505300694394588,0.25
"73",25,0.0547625677171271,0.25
"74",26,0.0591982763187001,0.25
"75",27,0.0637207824022967,0.25
"76",28,0.068224558406049,0.25
"77",29,0.0727183461710274,0.25
"78",30,0.0775217702789305,0.25
"79",31,0.0822876525765441,0.25
"80",32,0.0871311004202614,0.25
"81",33,0.0919048220916264,0.25
"82",34,0.0966658072807602,0.25
"83",35,0.101472850650092,0.25
"84",36,0.106262448154711,0.25
"85",37,0.111089820608818,0.25
"86",38,0.116362586414445,0.25
"87",39,0.121884318839334,0.25
"88",40,0.127482154460057,0.25
"89",41,0.133110722661728,0.25
"90",42,0.138556561885891,0.25
"91",43,0.143657141239355,0.25
"92",44,0.148798829081596,0.25
"93",45,0.153914074212278,0.25
"94",46,0.159170617445741,0.25
"95",47,0.164570288922336,0.25
"96",48,0.170244041080043,0.25
"97",49,0.176021277905226,0.25
"98",50,0.182013243144765,0.25
"99",51,0.188336858763657,0.25
"100",52,0.195001356248411,0.25
"101",53,0.201658803032356,0.25
"102",54,0.208383169226832,0.25
"103",55,0.214929503234309,0.25
"104",56,0.221398586840493,0.25
"105",57,0.227874639802729,0.25
"106",58,0.234344479257218,0.25
"107",59,0.240389423715192,0.25
"108",60,0.246698075880697,0.25
"109",61,0.252979893012887,0.25
"110",62,0.259300994362275,0.25
"111",63,0.265113044317046,0.25
"112",64,0.270197202822589,0.25
"113",65,0.275208524700065,0.25
"114",66,0.280172049585811,0.25
"115",10,0.00336544743533123,0.5
"116",11,0.0068423346537873,0.5
"117",12,0.0100408709158101,0.5
"118",13,0.0133085923761011,0.5
"119",14,0.0166054554270496,0.5
"120",15,0.0199081489823168,0.5
"121",16,0.0233063856036142,0.5
"122",17,0.0268564341658618,0.5
"123",18,0.0304607705081335,0.5
"124",19,0.0340974066670672,0.5
"125",20,0.0377347652447758,0.5
"126",21,0.0415882441072029,0.5
"127",22,0.0455103375836656,0.5
"128",23,0.0494123889905575,0.5
"129",24,0.0534276710500748,0.5
"130",25,0.0577643663034164,0.5
"131",26,0.0623773561895581,0.5
"132",27,0.0669915977922744,0.5
"133",28,0.0716118259659009,0.5
"134",29,0.0762308124292803,0.5
"135",30,0.0811911517343998,0.5
"136",31,0.0861140490863372,0.5
"137",32,0.091047269621166,0.5
"138",33,0.0959405309534657,0.5
"139",34,0.100817157498717,0.5
"140",35,0.105756740596418,0.5
"141",36,0.110661082053666,0.5
"142",37,0.115642219153587,0.5
"143",38,0.121055788573499,0.5
"144",39,0.126753306416457,0.5
"145",40,0.132492555694961,0.5
"146",41,0.138192748968389,0.5
"147",42,0.143785397260044,0.5
"148",43,0.149003903335097,0.5
"149",44,0.154266237531257,0.5
"150",45,0.159506684845606,0.5
"151",46,0.164935754118828,0.5
"152",47,0.170459709190637,0.5
"153",48,0.176284603675256,0.5
"154",49,0.182171758464689,0.5
"155",50,0.188333535464288,0.5
"156",51,0.194931451833135,0.5
"157",52,0.201756359645449,0.5
"158",53,0.208539966497635,0.5
"159",54,0.215482399620996,0.5
"160",55,0.222272067963087,0.5
"161",56,0.228916376579275,0.5
"162",57,0.23559449810573,0.5
"163",58,0.242304000205521,0.5
"164",59,0.248480628654228,0.5
"165",60,0.255068808590553,0.5
"166",61,0.261548577953673,0.5
"167",62,0.268064401564625,0.5
"168",63,0.274111415194629,0.5
"169",64,0.279471504322678,0.5
"170",65,0.284716924671647,0.5
"171",66,0.290013924755613,0.5
"172",10,0.00413276644038192,0.75
"173",11,0.00791330873611246,0.75
"174",12,0.0113095373669484,0.75
"175",13,0.0147605864337954,0.75
"176",14,0.018216758142402,0.75
"177",15,0.0216624509764004,0.75
"178",16,0.0252389713883052,0.75
"179",17,0.0289161021257969,0.75
"180",18,0.0326920215308814,0.75
"181",19,0.036452653653226,0.75
"182",20,0.0402297301255573,0.75
"183",21,0.0442535843358865,0.75
"184",22,0.0482579542273675,0.75
"185",23,0.0523163289514679,0.75
"186",24,0.056456305733854,0.75
"187",25,0.060940254101327,0.75
"188",26,0.0656763050070384,0.75
"189",27,0.0704296226824043,0.75
"190",28,0.0752043343917231,0.75
"191",29,0.0798992637046783,0.75
"192",30,0.0849967388210757,0.75
"193",31,0.0900206795266241,0.75
"194",32,0.0951649703536028,0.75
"195",33,0.100141439601609,0.75
"196",34,0.105183329504344,0.75
"197",35,0.110264471143319,0.75
"198",36,0.115300704556166,0.75
"199",37,0.12036260911923,0.75
"200",38,0.12595060600223,0.75
"201",39,0.131778249818596,0.75
"202",40,0.137664666167897,0.75
"203",41,0.143515502056133,0.75
"204",42,0.149200521258114,0.75
"205",43,0.154558025939899,0.75
"206",44,0.159979841629997,0.75
"207",45,0.165354109298401,0.75
"208",46,0.170928563235614,0.75
"209",47,0.1766348161619,0.75
"210",48,0.182674128095201,0.75
"211",49,0.188705733917865,0.75
"212",50,0.195037393598865,0.75
"213",51,0.201759513188685,0.75
"214",52,0.208746140547068,0.75
"215",53,0.215748050084323,0.75
"216",54,0.222943408813606,0.75
"217",55,0.229899958537276,0.75
"218",56,0.236799474531727,0.75
"219",57,0.243687449280416,0.75
"220",58,0.2506727963679,0.75
"221",59,0.257027643636491,0.75
"222",60,0.263840385645726,0.75
"223",61,0.270561682065116,0.75
"224",62,0.277288726591938,0.75
"225",63,0.283548274931118,0.75
"226",64,0.289141644546565,0.75
"227",65,0.294609334886962,0.75
"228",66,0.300128669999701,0.75
"229",10,0.00588610976901536,0.975
"230",11,0.0101999830174279,0.975
"231",12,0.0139906236146202,0.975
"232",13,0.0177877685680827,0.975
"233",14,0.0215808926950092,0.975
"234",15,0.0253450151976506,0.975
"235",16,0.0291994196818205,0.975
"236",17,0.0331456731405366,0.975
"237",18,0.0372621702055472,0.975
"238",19,0.0413003443983842,0.975
"239",20,0.0453720426035293,0.975
"240",21,0.049682388199721,0.975
"241",22,0.0539036789799486,0.975
"242",23,0.0582435434019254,0.975
"243",24,0.0626700140925651,0.975
"244",25,0.067447255432407,0.975
"245",26,0.0724010191866547,0.975
"246",27,0.0774159541878321,0.975
"247",28,0.082377290736982,0.975
"248",29,0.0872836054312478,0.975
"249",30,0.0926875082297465,0.975
