"","month","value","quantile"
"1",10,0.00244337363556388,0.025
"2",11,0.00641714598401362,0.025
"3",12,0.0108316437687793,0.025
"4",13,0.0154812120938639,0.025
"5",14,0.0205576591380222,0.025
"6",15,0.0256930997559562,0.025
"7",16,0.0316750379406465,0.025
"8",17,0.0388101773011113,0.025
"9",18,0.0463412649980193,0.025
"10",19,0.054707182971154,0.025
"11",20,0.0641225319221666,0.025
"12",21,0.0775150563584637,0.025
"13",22,0.0917712315430593,0.025
"14",23,0.106271115395967,0.025
"15",24,0.119832676752835,0.025
"16",25,0.133906142654348,0.025
"17",26,0.145050419063718,0.025
"18",27,0.155256660849119,0.025
"19",28,0.165562645794934,0.025
"20",29,0.175005025591942,0.025
"21",30,0.183362394280411,0.025
"22",31,0.191317570742315,0.025
"23",32,0.199306181891205,0.025
"24",33,0.206745024637751,0.025
"25",34,0.213945134007531,0.025
"26",35,0.220736270446061,0.025
"27",36,0.226936245186066,0.025
"28",37,0.232790944422152,0.025
"29",38,0.238504537851217,0.025
"30",39,0.24391012020424,0.025
"31",40,0.249280408541459,0.025
"32",41,0.254594143930264,0.025
"33",42,0.259918164757731,0.025
"34",43,0.265174475729211,0.025
"35",44,0.270252011539003,0.025
"36",45,0.275403726967449,0.025
"37",46,0.280659682152288,0.025
"38",47,0.285979399173324,0.025
"39",48,0.291323533659048,0.025
"40",49,0.296667470194127,0.025
"41",50,0.30204017072632,0.025
"42",51,0.307571408543636,0.025
"43",52,0.31331563150276,0.025
"44",53,0.31930510025998,0.025
"45",54,0.325176727581437,0.025
"46",55,0.331047786629179,0.025
"47",56,0.336943962266874,0.025
"48",57,0.343191115934747,0.025
"49",58,0.349779282786507,0.025
"50",59,0.356326142241043,0.025
"51",60,0.362728263124584,0.025
"52",61,0.369243943356195,0.025
"53",62,0.375805074856259,0.025
"54",63,0.382605874363354,0.025
"55",64,0.389754100509725,0.025
"56",65,0.396851846736686,0.025
"57",66,0.403726231833964,0.025
"58",10,0.00392106390233195,0.25
"59",11,0.00874112689604708,0.25
"60",12,0.0138455404425293,0.25
"61",13,0.0190508344219696,0.25
"62",14,0.0246086471466644,0.25
"63",15,0.0302204295637147,0.25
"64",16,0.0368919533924796,0.25
"65",17,0.0446406321629064,0.25
"66",18,0.0528776695961833,0.25
"67",19,0.0618772539773984,0.25
"68",20,0.0719009167391655,0.25
"69",21,0.0864288211294787,0.25
"70",22,0.101591732318177,0.25
"71",23,0.11621195928407,0.25
"72",24,0.129685023819398,0.25
"73",25,0.143962320401034,0.25
"74",26,0.155309842625388,0.25
"75",27,0.165766216658157,0.25
"76",28,0.176064914995545,0.25
"77",29,0.185632538354013,0.25
"78",30,0.194172346988049,0.25
"79",31,0.202244968566854,0.25
"80",32,0.210313494555179,0.25
"81",33,0.217926642228218,0.25
"82",34,0.225244257708139,0.25
"83",35,0.232116660004314,0.25
"84",36,0.238407815738069,0.25
"85",37,0.244484530593661,0.25
"86",38,0.250336902842236,0.25
"87",39,0.25590914648035,0.25
"88",40,0.261464250374676,0.25
"89",41,0.26695440681243,0.25
"90",42,0.272449594814789,0.25
"91",43,0.277932586573835,0.25
"92",44,0.283269368961383,0.25
"93",45,0.288605863104628,0.25
"94",46,0.293998986315744,0.25
"95",47,0.299595772198431,0.25
"96",48,0.305213069274105,0.25
"97",49,0.310763415618337,0.25
"98",50,0.316357961407511,0.25
"99",51,0.322134368568212,0.25
"100",52,0.328028345562365,0.25
"101",53,0.334274688684853,0.25
"102",54,0.340469110776465,0.25
"103",55,0.346632945922225,0.25
"104",56,0.35278175567293,0.25
"105",57,0.359517339178533,0.25
"106",58,0.366262335977106,0.25
"107",59,0.373076844024055,0.25
"108",60,0.379892299342905,0.25
"109",61,0.386810419596339,0.25
"110",62,0.393745886572971,0.25
"111",63,0.400869634282264,0.25
"112",64,0.408557401042356,0.25
"113",65,0.416055959916583,0.25
"114",66,0.423656498354885,0.25
"115",10,0.0049106712325688,0.5
"116",11,0.0101888727656532,0.5
"117",12,0.015630459639288,0.5
"118",13,0.0211362000999247,0.5
"119",14,0.0270535601266241,0.5
"120",15,0.0329140413366138,0.5
"121",16,0.0398429341786108,0.5
"122",17,0.0479304846029104,0.5
"123",18,0.0565326974357971,0.5
"124",19,0.0658213456176565,0.5
"125",20,0.0761439280852217,0.5
"126",21,0.0912608042377675,0.5
"127",22,0.106876988113486,0.5
"128",23,0.121582344677887,0.5
"129",24,0.135169139878819,0.5
"130",25,0.149453285244891,0.5
"131",26,0.161014370348586,0.5
"132",27,0.171496799532375,0.5
"133",28,0.181879914748723,0.5
"134",29,0.19140518679253,0.5
"135",30,0.200090855837503,0.5
"136",31,0.208310503446528,0.5
"137",32,0.216444527003118,0.5
"138",33,0.224166843691002,0.5
"139",34,0.231588617844815,0.5
"140",35,0.238605382774463,0.5
"141",36,0.24496163909761,0.5
"142",37,0.251076095322742,0.5
"143",38,0.257017306018883,0.5
"144",39,0.262647027435408,0.5
"145",40,0.268244976576703,0.5
"146",41,0.273853925995272,0.5
"147",42,0.279479806736485,0.5
"148",43,0.285093141529845,0.5
"149",44,0.290527188683613,0.5
"150",45,0.295967771747215,0.5
"151",46,0.301494176770215,0.5
"152",47,0.30718016928177,0.5
"153",48,0.312885425241707,0.5
"154",49,0.318615067027862,0.5
"155",50,0.324329402881933,0.5
"156",51,0.33027167663302,0.5
"157",52,0.336252775566439,0.5
"158",53,0.342603639395073,0.5
"159",54,0.34897230955439,0.5
"160",55,0.355327493272491,0.5
"161",56,0.361687032688239,0.5
"162",57,0.368493767090962,0.5
"163",58,0.375352517801887,0.5
"164",59,0.382342320391072,0.5
"165",60,0.389497829150797,0.5
"166",61,0.396668411869916,0.5
"167",62,0.403815449244692,0.5
"168",63,0.411167134554624,0.5
"169",64,0.418999908743811,0.5
"170",65,0.426800167910617,0.5
"171",66,0.434726488835977,0.5
"172",10,0.00603094154539542,0.75
"173",11,0.0117387231398718,0.75
"174",12,0.0175251269212461,0.75
"175",13,0.0233795377984664,0.75
"176",14,0.0296052027776703,0.75
"177",15,0.0357434949967347,0.75
"178",16,0.0430031850818641,0.75
"179",17,0.0514270821974215,0.75
"180",18,0.0604036741618056,0.75
"181",19,0.0699510367674884,0.75
"182",20,0.0805586384545588,0.75
"183",21,0.0963040001470448,0.75
"184",22,0.11220158491538,0.75
"185",23,0.127064337976579,0.75
"186",24,0.140771628090292,0.75
"187",25,0.155139718406373,0.75
"188",26,0.166833302115913,0.75
"189",27,0.177478727635857,0.75
"190",28,0.187919930575813,0.75
"191",29,0.19752399613419,0.75
"192",30,0.206370804253166,0.75
"193",31,0.214611774579902,0.75
"194",32,0.222905132891015,0.75
"195",33,0.230738103899789,0.75
"196",34,0.238248674219567,0.75
"197",35,0.245280631321163,0.75
"198",36,0.251872273170373,0.75
"199",37,0.258018906351803,0.75
"200",38,0.264112225616575,0.75
"201",39,0.269836234270682,0.75
"202",40,0.275545714112168,0.75
"203",41,0.281291900346987,0.75
"204",42,0.286972009105363,0.75
"205",43,0.292650211405689,0.75
"206",44,0.298159898473219,0.75
"207",45,0.303684303569725,0.75
"208",46,0.309381252940985,0.75
"209",47,0.315165266717677,0.75
"210",48,0.320987025983682,0.75
"211",49,0.326881100212561,0.75
"212",50,0.332706786399145,0.75
"213",51,0.338743982628748,0.75
"214",52,0.344874514538452,0.75
"215",53,0.351377767291171,0.75
"216",54,0.35783972375084,0.75
"217",55,0.364348358865502,0.75
"218",56,0.370907908566815,0.75
"219",57,0.37793383676014,0.75
"220",58,0.385015559157307,0.75
"221",59,0.392196388266566,0.75
"222",60,0.39951020336749,0.75
"223",61,0.406888587121466,0.75
"224",62,0.41425245232495,0.75
"225",63,0.421944485162535,0.75
"226",64,0.43006075435636,0.75
"227",65,0.438282001219271,0.75
"228",66,0.446517746318866,0.75
"229",10,0.0085808988411818,0.975
"230",11,0.01516946987711,0.975
"231",12,0.0216146671191771,0.975
"232",13,0.0281555034129085,0.975
"233",14,0.0349473830113355,0.975
"234",15,0.0415625346749118,0.975
"235",16,0.049397824065452,0.975
"236",17,0.0586636632844093,0.975
"237",18,0.0683573371975893,0.975
"238",19,0.0785071558866936,0.975
"239",20,0.0896760995832707,0.975
"240",21,0.106349200751733,0.975
"241",22,0.122885083712958,0.975
"242",23,0.138052000709607,0.975
"243",24,0.15187273149533,0.975
"244",25,0.166599232131617,0.975
"245",26,0.178571643831482,0.975
"246",27,0.189462712714615,0.975
"247",28,0.200181516314382,0.975
"248",29,0.209783413992891,0.975
"249",30,0.218899557041959,0.975
"250",31,0.227218890641409,0.975
"251",32,0.235628685843906,0.975
"252",33,0.243705446946318,0.975
"253",34,0.251451549159526,0.975
"254",35,0.258837108358854,0.975
"255",36,0.265595508255674,0.975
"256",37,0.272060427631714,0.975
"257",38,0.278405941058285,0.975
"258",39,0.284591767436766,0.975
"259",40,0.290546161966731,0.975
"260",41,0.29649307332337,0.975
"261",42,0.302390845363302,0.975
"262",43,0.308189123551863,0.975
"263",44,0.313963750230347,0.975
"264",45,0.319657390906887,0.975
"265",46,0.325647402245607,0.975
"266",47,0.331694381693512,0.975
"267",48,0.337668198698806,0.975
"268",49,0.343787287811898,0.975
"269",50,0.349875165075087,0.975
"270",51,0.356406422812619,0.975
"271",52,0.363000835218539,0.975
"272",53,0.369808481572037,0.975
"273",54,0.376704817493016,0.975
"274",55,0.383303991909091,0.975
"275",56,0.390173052255608,0.975
"276",57,0.397661241993016,0.975
"277",58,0.405149625922173,0.975
"278",59,0.41283277093809,0.975
"279",60,0.420487488401087,0.975
"280",61,0.428052295863115,0.975
"281",62,0.435943229309575,0.975
